설치지역,전처리_주소,방범용 번호,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
관산동 291-4 한국화훼농협앞 삼거리 (행신동 943-2),관산동 291-4,S-5H04,경기도 고양시 덕양구 관산동 291-4,126.8571201,37.6856523,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 원당로458번길 117,경기도 고양시 덕양구 관산동 291-4,10288,4128160000,관산동,4128111800,관산동
행신동 1110 (작은봉화어린이공원),행신동 1110,S-5H06,경기도 고양시 덕양구 행신동 1110,126.8518179,37.6140152,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 소원로 260,경기도 고양시 덕양구 행신동 1110,10535,4128165600,행신4동,4128112800,행신동
행신동 1101-1 (서두마루어린이공원),행신동 1101-1,S-5H07,경기도 고양시 덕양구 행신동 1101-1,126.8536545,37.6183309,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 서정로 38,경기도 고양시 덕양구 행신동 1101-1,10489,4128165600,행신4동,4128112800,행신동
행신동 1074-1 (햇살어린이공원),행신동 1074-1,S-5H08,경기도 고양시 덕양구 행신동 1074-1,126.845125,37.6197975,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 행신로 278,경기도 고양시 덕양구 행신동 1074-1,10486,4128165600,행신4동,4128112800,행신동
행신동 970 (벗나무(행신)어린이공원),행신동 970,S-5H09,경기도 고양시 덕양구 행신동 970,126.8429233,37.6222628,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 행신로279번길 84,경기도 고양시 덕양구 행신동 970,10492,4128165600,행신4동,4128112800,행신동
"행신동 935 (능곡4호, 참나무어린이공원)",행신동 935,S-5H10,경기도 고양시 덕양구 행신동 935,126.8388318,37.625313,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 충장로152번길 39,경기도 고양시 덕양구 행신동 935,10494,4128165500,행신3동,4128112800,행신동
행신동 81-4 (서정초교),행신동 81-4,S-5H12,경기도 고양시 덕양구 행신동 81-4,126.8540389,37.6139467,인근좌표,41281,구주소,,경기도 고양시 덕양구 행신동 81-4,NULL,,,4128112800,행신동
"행신동 906 (능곡5, 자작자무어린이공원)",행신동 906,S-5H13,경기도 고양시 덕양구 행신동 906,126.8433268,37.6261951,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 906,10484,4128165500,행신3동,4128112800,행신동
행신동 232-12 (행신카센터 앞),행신동 232-12,S-5H14,경기도 고양시 덕양구 행신동 232-12,126.8450355,37.6211932,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 행신로 291,경기도 고양시 덕양구 행신동 232-12,10492,4128165600,행신4동,4128112800,행신동
행신동 1088-2 (휴먼시아5단지 산책로),행신동 1088-2,S-5H15,경기도 고양시 덕양구 행신동 1088-2,126.8470516,37.6153383,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 1088-2,10533,4128165600,행신4동,4128112800,행신동
행신동 1092-1 (휴먼시아6단지 ),행신동 1092-1,S-5H16,경기도 고양시 덕양구 행신동 1092-1,126.8510536,37.6165757,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로 400-2,경기도 고양시 덕양구 행신동 1092-1,10490,4128165600,행신4동,4128112800,행신동
행신동 1098-1 (서정초 후문 산책로),행신동 1098-1,S-5H17,경기도 고양시 덕양구 행신동 1098-1,126.8483184,37.6147199,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 권율대로 202-2,경기도 고양시 덕양구 행신동 1098-1,10534,4128165600,행신4동,4128112800,행신동
행신동 921-3 (가라산공원 진입로),행신동 921-3,S-5H19,경기도 고양시 덕양구 행신동 921-3,126.8430279,37.6242821,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 행신로359번길 4-42,경기도 고양시 덕양구 행신동 921-3,10493,4128165600,행신4동,4128112800,행신동
행신동 924 (가라산공원:근린공원),행신동 924,S-5H20,경기도 고양시 덕양구 행신동 924,126.8423162,37.6248878,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로 148,경기도 고양시 덕양구 행신동 924,10493,4128165500,행신3동,4128112800,행신동
행신동 927 (가라산공원 삼거리),행신동 927,S-5H22,경기도 고양시 덕양구 행신동 927,126.8412147,37.6235975,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로 122,경기도 고양시 덕양구 행신동 927,10493,4128165500,행신3동,4128112800,행신동
행신동 220 (코끼리유치원 앞 골목),행신동 220,S-5H23,경기도 고양시 덕양구 행신동 220,126.8444696,37.6233591,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 행신로311번길 36,경기도 고양시 덕양구 행신동 220,10493,4128165600,행신4동,4128112800,행신동
"행신동 1072-1 (서정공원A, 행신배수펌프장 주변)",행신동 1072-1,S-5H24,경기도 고양시 덕양구 행신동 1072-1,126.8476936,37.6177773,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 서정마을로 2-1,경기도 고양시 덕양구 행신동 1072-1,10486,4128165600,행신4동,4128112800,행신동
"행신동 1071 (서정공원B, 행신교차로 육교 주변)",행신동 1071,S-5H25,경기도 고양시 덕양구 행신동 1071,126.8505319,37.6188231,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로 418-2,경기도 고양시 덕양구 행신동 1071,10491,4128165600,행신4동,4128112800,행신동
행신동 212-18 (고양근로복지공단어린이집근처),행신동 212-18,S-5H27,경기도 고양시 덕양구 행신동 212-18,126.8445431,37.6222696,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 행신로303번길 19,경기도 고양시 덕양구 행신동 212-18,10492,4128165600,행신4동,4128112800,행신동
행신동 1068 (서정마을4단지 뒤편 서정공원(밤나무공원)),행신동 1068,S-5H28,경기도 고양시 덕양구 행신동 1068,126.8518312,37.6212505,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 서정마을로 42,경기도 고양시 덕양구 행신동 1068,10491,4128165600,행신4동,4128112800,행신동
"행신동 1092 (서정마을 6, 9 단지 사이)",행신동 1092,S-5H29,경기도 고양시 덕양구 행신동 1092,126.8517707,37.6178171,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 서정로 19,경기도 고양시 덕양구 행신동 1092,10490,4128165600,행신4동,4128112800,행신동
행신동 910-1 (의선교회 앞),행신동 910-1,S-5H30,경기도 고양시 덕양구 행신동 910-1,126.8449173,37.6266342,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 행신로354번길 27-5,경기도 고양시 덕양구 행신동 910-1,10484,4128165600,행신4동,4128112800,행신동
행신동 1068 (서정마을 405동 앞 삼거리),행신동 1068,S-5H31,경기도 고양시 덕양구 행신동 1068,126.8518312,37.6212505,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 서정마을로 42,경기도 고양시 덕양구 행신동 1068,10491,4128165600,행신4동,4128112800,행신동
행신동 242-7 (화은교회와 영흥빌라 삼거리),행신동 242-7,S-5H32,경기도 고양시 덕양구 행신동 242-7,126.8463268,37.6241251,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 행신로 329,경기도 고양시 덕양구 행신동 242-7,10493,4128165600,행신4동,4128112800,행신동
행신동 208-15 (성바오로유치원),행신동 208-15,S-5H33,경기도 고양시 덕양구 행신동 208-15,126.8444688,37.6219445,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로468번길 69,경기도 고양시 덕양구 행신동 208-15,10492,4128165600,행신4동,4128112800,행신동
행신동 1111 (아이비유치원),행신동 1111,S-5H34,경기도 고양시 덕양구 행신동 1111,126.8515287,37.6144088,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 소원로266번길 2-1,경기도 고양시 덕양구 행신동 1111,10535,4128165600,행신4동,4128112800,행신동
행신동 1088-1 (서정나루공원),행신동 1088-1,S-5H35,경기도 고양시 덕양구 행신동 1088-1,126.8465843,37.6147931,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 1088-1,10533,4128165600,행신4동,4128112800,행신동
행신동 954 (능곡6호(단풍나무)어린이공원),행신동 954어린이공원,S-5H36,경기도 고양시 덕양구 행신동 954어린이공원,126.8389075,37.6226288,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로 105,경기도 고양시 덕양구 행신동 954,10494,4128165500,행신3동,4128112800,행신동
행신동 204-6 (삼진연립 옆 삼거리),행신동 204-6,S-5H38,경기도 고양시 덕양구 행신동 204-6,126.8436369,37.6208011,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로472번길 40,경기도 고양시 덕양구 행신동 204-6,10492,4128165600,행신4동,4128112800,행신동
행신동 205-48 (청구빌라 앞 삼거리),행신동 205-48,S-5H39,경기도 고양시 덕양구 행신동 205-48,126.8428451,37.6214601,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 행신로291번길 41,경기도 고양시 덕양구 행신동 205-48,10492,4128165600,행신4동,4128112800,행신동
행신동 223-28 (자연초 건강원 앞 사거리),행신동 223-28,S-5H40,경기도 고양시 덕양구 행신동 223-28,126.8455948,37.6231179,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 223-28,10492,4128165600,행신4동,4128112800,행신동
행신동 676-14 (성광종합공사 앞 삼거리),행신동 676-14,S-5H41,경기도 고양시 덕양구 행신동 676-14,126.8457232,37.6243355,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 행신로329번길 13,경기도 고양시 덕양구 행신동 676-14,10493,4128165600,행신4동,4128112800,행신동
행신동 177-1 (신한 공인중개사 앞 삼거리),행신동 177-1,S-5H42,경기도 고양시 덕양구 행신동 177-1,126.8431423,37.6198231,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로472번길 15,경기도 고양시 덕양구 행신동 177-1,10492,4128165600,행신4동,4128112800,행신동
"행신동 941 (롯데마트,주공22단지 사거리-중앙로 558번길)",행신동 941,S-5H43,경기도 고양시 덕양구 행신동 941,126.8361832,37.6251698,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 충장로 150,경기도 고양시 덕양구 행신동 941,10495,4128165500,행신3동,4128112800,행신동
"행신동 1069 (아람초교 후문, 서정4단지 411동 사이 산책로)",행신동 1069,S-5H44,경기도 고양시 덕양구 행신동 1069,126.8504091,37.6194437,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 서정마을로 36,경기도 고양시 덕양구 행신동 1069,10491,4128165600,행신4동,4128112800,행신동
행신동 926 (가람중교 정문 앞),행신동 926,S-5H45,경기도 고양시 덕양구 행신동 926,126.8422664,37.623716,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 행신로311번길 78,경기도 고양시 덕양구 행신동 926,10493,4128165500,행신3동,4128112800,행신동
행신동 925 (T스테이션 앞 삼거리),행신동 925,S-5H46,경기도 고양시 덕양구 행신동 925,126.8411663,37.6259847,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로 150,경기도 고양시 덕양구 행신동 925,10493,4128165500,행신3동,4128112800,행신동
행신동 928 (행신3파출소),행신동 928,S-5H48,경기도 고양시 덕양구 행신동 928,126.8385549,37.6270943,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 928,NULL,4128165500,행신3동,4128112800,행신동
행신동 1032 (가람중학교),행신동 1032,S-5H49,경기도 고양시 덕양구 행신동 1032,126.8391508,37.6251991,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 1032,NULL,4128165500,행신3동,4128112800,행신동
행신동 900 (백양고등학교),행신동 900,S-5H50,경기도 고양시 덕양구 행신동 900,126.8390697,37.6296853,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 900,10483,4128165500,행신3동,4128112800,행신동
행신동 1066-2 (서정고등학교),행신동 1066-2,S-5H51,경기도 고양시 덕양구 행신동 1066-2,126.8513362,37.6217683,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 1066-2,10491,4128165600,행신4동,4128112800,행신동
행신동 895 (밤나무공원 내),행신동 895,S-5H52,경기도 고양시 덕양구 행신동 895,126.8372969,37.6285776,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 성신로 77,경기도 고양시 덕양구 행신동 895,10483,4128165500,행신3동,4128112800,행신동
행신동 967-1 (천지향중국음식점앞 사거리),행신동 967-1,S-5H53,경기도 고양시 덕양구 행신동 967-1,126.8439295,37.6223897,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로472번길 73,경기도 고양시 덕양구 행신동 967-1,10492,4128165600,행신4동,4128112800,행신동
행신동 936 (신한은행앞),행신동 936,S-5H54,경기도 고양시 덕양구 행신동 936,126.8385847,37.6244456,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 충장로152번길 59,경기도 고양시 덕양구 행신동 936,10494,4128165500,행신3동,4128112800,행신동
행신동 924 (가라산 정자공원),행신동 924,S-5H55,경기도 고양시 덕양구 행신동 924,126.8423162,37.6248878,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화신로 148,경기도 고양시 덕양구 행신동 924,10493,4128165500,행신3동,4128112800,행신동
행신동 284-6 (삼거리(한전주)),행신동 284-6,S-5H56,경기도 고양시 덕양구 행신동 284-6,126.8440412,37.6246884,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 284-6,10493,4128165600,행신4동,4128112800,행신동
행신동 1017 (행신사거리),행신동 1017,S-5H57,경기도 고양시 덕양구 행신동 1017,126.8373048,37.6186215,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 1017,NULL,4128164000,행신1동,4128112800,행신동
행신동 653-46 (행신벽산아파트 근처),행신동 653-46,S-5H58,경기도 고양시 덕양구 행신동 653-46,126.8280664,37.6183228,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 653-46,10516,4128164000,행신1동,4128112800,행신동
화전동 169-11,화전동 169-11,S-5H59,경기도 고양시 덕양구 화전동 169-11,126.8771273,37.5970582,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화전동 169-11,10538,4128166000,화전동,4128112900,화전동
행신동 1045,행신동 1045,S-5H60,경기도 고양시 덕양구 행신동 1045,126.843371,37.6226095,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 1045,NULL,4128165600,행신4동,4128112800,행신동
행신동 1126 (주택가 입구 삼거리),행신동 1126,S-5H61,경기도 고양시 덕양구 행신동 1126,126.8526244,37.617546,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 행신동 1126,NULL,4128165600,행신4동,4128112800,행신동
화전동 231-1 (일흥비철 앞),화전동 231-1,S-5I01,경기도 고양시 덕양구 화전동 231-1,126.8753021,37.5994466,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로64번길 98,경기도 고양시 덕양구 화전동 231-1,10538,4128166000,화전동,4128112900,화전동
화전동 203-170 (기아정비센터 앞),화전동 203-170,S-5I03,경기도 고양시 덕양구 화전동 203-170,126.8716743,37.6019619,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로152번길 3,경기도 고양시 덕양구 화전동 203-170,10538,4128166000,화전동,4128112900,화전동
화전동577-3 (화전역 지하차도 앞),화전동577-3,S-5I04,경기도 고양시 덕양구 화전동577-3,126.8693018,37.6030835,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화전동 577-3,10540,4128166000,화전동,4128112900,화전동
화전동 466-4 (화전동 9통 벌말 제2화전교 사거리),화전동 466-4,S-5I05,경기도 고양시 덕양구 화전동 466-4,126.8672635,37.6142726,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화랑로165번길 122,경기도 고양시 덕양구 화전동 466-4,10537,4128166000,화전동,4128112900,화전동
화전동 574-3 (덕은초교 진입로 삼거리),화전동 574-3,S-5I06,경기도 고양시 덕양구 화전동 574-3,126.8702685,37.6035612,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로 176,경기도 고양시 덕양구 화전동 574-3,10538,4128166000,화전동,4128112900,화전동
덕은동 9-141 (동서식품 앞),덕은동 9-141,S-5I07,경기도 고양시 덕양구 덕은동 9-141,126.879314,37.5969799,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로62번길 35-2,경기도 고양시 덕양구 덕은동 9-141,10539,4128166000,화전동,4128113100,덕은동
화전동 567-4 (코사마트 안 골목길),화전동 567-4,S-5I08,경기도 고양시 덕양구 화전동 567-4,126.8698947,37.6050624,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로176번길 50,경기도 고양시 덕양구 화전동 567-4,10538,4128166000,화전동,4128112900,화전동
화전동 513-16 (골목길 삼거리),화전동 513-16,S-5I09,경기도 고양시 덕양구 화전동 513-16,126.869412,37.6077698,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화랑로102번길 25-3,경기도 고양시 덕양구 화전동 513-16,10538,4128166000,화전동,4128112900,화전동
화전동 226-13 (화전주민센터 앞),화전동 226-13,S-5I10,경기도 고양시 덕양구 화전동 226-13,126.8726773,37.6000342,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로 131,경기도 고양시 덕양구 화전동 226-13,10540,4128166000,화전동,4128112900,화전동
화전동 416-4 (해온빌102동 앞 삼거리),화전동 416-4,S-5I11,경기도 고양시 덕양구 화전동 416-4,126.8712841,37.6142931,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화랑로165번길 52,경기도 고양시 덕양구 화전동 416-4,10537,4128166000,화전동,4128112900,화전동
화전동 835 (체리쉬 뮤지엄 인근),화전동 835,S-5I12,경기도 고양시 덕양구 화전동 835,126.8722491,37.6126445,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화랑로165번길 33,경기도 고양시 덕양구 화전동 835,10537,4128166000,화전동,4128112900,화전동
화전동 647-8 (항공대학교후문 기숙사),화전동 647-8,S-5I13,경기도 고양시 덕양구 화전동 647-8,126.8667483,37.5982115,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화전동 647-8,10540,4128166000,화전동,4128112900,화전동
화전동 203-42,화전동 203-42,S-5I14,경기도 고양시 덕양구 화전동 203-42,126.8732759,37.6023916,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로152번길 4-34,경기도 고양시 덕양구 화전동 203-42,10538,4128166000,화전동,4128112900,화전동
"화전동 218-2 (오른쪽 골목길, 덕은초 통학로)",화전동 218-2,S-5I15,경기도 고양시 덕양구 화전동 218-2,126.8728766,37.6018382,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로 142-27,경기도 고양시 덕양구 화전동 218-2,10538,4128166000,화전동,4128112900,화전동
덕은동 15-41 (김치스쿨 앞 새마을 금고 삼거리),덕은동 15-41,S-5I16,경기도 고양시 덕양구 덕은동 15-41,126.8777486,37.5956495,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 덕은동 15-41,10539,4128166000,화전동,4128113100,덕은동
덕은동 9-3,덕은동 9-3,S-5I17,경기도 고양시 덕양구 덕은동 9-3,126.8787464,37.5978305,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로62번길 35-30,경기도 고양시 덕양구 덕은동 9-3,10539,4128166000,화전동,4128113100,덕은동
"덕은동 60-1 (고양 김 체험관 뒷 골목, 경로당앞)",덕은동 60-1,S-5I18,경기도 고양시 덕양구 덕은동 60-1,126.8799028,37.5947149,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로46번길 14,경기도 고양시 덕양구 덕은동 60-1,10539,4128166000,화전동,4128113100,덕은동
덕은동 9-177 (화전복지센터 옆 사거리),덕은동 9-177,S-5I19,경기도 고양시 덕양구 덕은동 9-177,126.8813092,37.5968367,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로46번길 75,경기도 고양시 덕양구 덕은동 9-177,10539,4128166000,화전동,4128113100,덕은동
덕은동 9-211 (화전1어린이공원),덕은동 9-211,S-5I20,경기도 고양시 덕양구 덕은동 9-211,126.8793123,37.5978449,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로64번길 28-56,경기도 고양시 덕양구 덕은동 9-211,10539,4128166000,화전동,4128113100,덕은동
화전동 174-28 (마을입구삼거리),화전동 174-28,S-5I21,경기도 고양시 덕양구 화전동 174-28,126.8756474,37.5983236,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화전동 174-28,NULL,4128166000,화전동,4128112900,화전동
덕은동 570-2 (원드림 사운드앞(한전주)),덕은동 570-2,S-5I22,경기도 고양시 덕양구 덕은동 570-2,126.8752951,37.5878774,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 덕은2로 16,경기도 고양시 덕양구 덕은동 570-2,10541,4128167000,대덕동,4128113100,덕은동
화전동 169-68 (동산교회근처 삼거리(한전주)),화전동 169-68,S-5I23,경기도 고양시 덕양구 화전동 169-68,126.8785551,37.5977476,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로64번길 28-18,경기도 고양시 덕양구 화전동 169-68,10539,4128166000,화전동,4128112900,화전동
화전동 143-11 (에덴하우스앞 삼거리 근처(한전주)),화전동 143-11,S-5I24,경기도 고양시 덕양구 화전동 143-11,126.8775763,37.6003332,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로78번안길 74-3,경기도 고양시 덕양구 화전동 143-11,10538,4128166000,화전동,4128112900,화전동
화전동 219-21 (군부대앞),화전동 219-21,S-5I25,경기도 고양시 덕양구 화전동 219-21,126.872956,37.6010821,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화전동 219-21,NULL,4128166000,화전동,4128112900,화전동
화전동 150-1,화전동 150-1,S-5I26,경기도 고양시 덕양구 화전동 150-1,126.8754123,37.6019074,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로64번길 135-1,경기도 고양시 덕양구 화전동 150-1,10538,4128166000,화전동,4128112900,화전동
화전동 768-30 (중앙로 버스정류장 임시화장실),화전동 768-30,S-5I27,경기도 고양시 덕양구 화전동 768-30,126.8612894,37.6093947,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화전동 768-30,10537,4128166000,화전동,4128112900,화전동
화전동 642-1 (보행로 사거리),화전동 642-1,S-5I28,경기도 고양시 덕양구 화전동 642-1,126.8678973,37.5993578,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화전동 642-1,10540,4128166000,화전동,4128112900,화전동
현천동 312-1 (난점마을 5통버스정류장 앞),현천동 312-1,S-5J01,경기도 고양시 덕양구 현천동 312-1,126.8596987,37.589692,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 현천동 312-1,NULL,4128167000,대덕동,4128113000,현천동
덕은동 224-2 (향동천 옆 제2자유로 초입 사거리),덕은동 224-2,S-5J02,경기도 고양시 덕양구 덕은동 224-2,126.8765167,37.5856995,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 덕은로 48,경기도 고양시 덕양구 덕은동 224-2,10541,4128167000,대덕동,4128113100,덕은동
현천동 165-5 (대덕7통마을회관 앞),현천동 165-5,S-5J03,경기도 고양시 덕양구 현천동 165-5,126.868542,37.5941741,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 대덕로86번길 76-6,경기도 고양시 덕양구 현천동 165-5,10540,4128167000,대덕동,4128113000,현천동
주교동 313-10 (서초아파트 삼거리),주교동 313-10,S-5J04,경기도 고양시 덕양구 주교동 313-10,126.8333802,37.6624351,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 주교동 313-10,NULL,4128151000,주교동,4128110100,주교동
"덕은동 201-4 (C&U편의점앞, 종합복지회관)",덕은동 201-4,S-5J05,경기도 고양시 덕양구 덕은동 201-4,126.8761596,37.5868584,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 덕은로 36,경기도 고양시 덕양구 덕은동 201-4,10541,4128167000,대덕동,4128113100,덕은동
현천동 155-2 (항공대후문 양지말버스정류장),현천동 155-2,S-5J06,경기도 고양시 덕양구 현천동 155-2,126.8648655,37.5954272,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 대덕로156번길 31,경기도 고양시 덕양구 현천동 155-2,10540,4128167000,대덕동,4128113000,현천동
"덕은동 120-10 (제일카센터삼거리, 대덕동자율방범대)",덕은동 120-10,S-5J07,경기도 고양시 덕양구 덕은동 120-10,126.87728,37.5899056,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 덕은동 120-10,10540,4128167000,대덕동,4128113100,덕은동
덕은동 7-183 (경로당마을회관(유곽골) 앞 삼거리),덕은동 7-183,S-5J08,경기도 고양시 덕양구 덕은동 7-183,126.8807786,37.5974804,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 덕은동 7-183,10539,4128166000,화전동,4128113100,덕은동
덕은동 138-2 (덕은마트 앞),덕은동 138-2,S-5J09,경기도 고양시 덕양구 덕은동 138-2,126.8761102,37.5893898,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 대터2로 6,경기도 고양시 덕양구 덕은동 138-2,10541,4128167000,대덕동,4128113100,덕은동
덕은동 52-6 (덕은약국 옆 삼거리),덕은동 52-6,S-5J10,경기도 고양시 덕양구 덕은동 52-6,126.8788132,37.5948848,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 중앙로 52-5,경기도 고양시 덕양구 덕은동 52-6,10539,4128166000,화전동,4128113100,덕은동
현천동 290-1 (삼거리),현천동 290-1,S-5J11,경기도 고양시 덕양구 현천동 290-1,126.8621161,37.5923012,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 현천동 290-1,NULL,4128167000,대덕동,4128113000,현천동
현천동 41-8 (삼거리),현천동 41-8,S-5J12,경기도 고양시 덕양구 현천동 41-8,126.87254,37.5926265,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 현천동 41-8,10540,4128167000,대덕동,4128113000,현천동
현천동 773-8 (로터리),현천동 773-8,S-5J13,경기도 고양시 덕양구 현천동 773-8,126.864681,37.594155,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 현천동 773-8,10540,4128167000,대덕동,4128113000,현천동
현천동 118-2 (버스정류장 옆 식당앞),현천동 118-2,S-5J14,경기도 고양시 덕양구 현천동 118-2,126.8676292,37.5931381,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 현천동 118-2,10540,4128167000,대덕동,4128113000,현천동
현천동 666-1 (자유로 옆 임시화장실),현천동 666-1,S-5J15,경기도 고양시 덕양구 현천동 666-1,126.8488793,37.5849376,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 현천동 666-1,10542,4128167000,대덕동,4128113000,현천동
향동동 24-2,향동동 24-2,S-5K01,경기도 고양시 덕양구 향동동 24-2,126.8935292,37.6066829,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 향동동 24-2,10546,4128166000,화전동,4128113200,향동동
향동동 119-23,향동동 119-23,S-5K02,경기도 고양시 덕양구 향동동 119-23,126.8917866,37.6042879,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 향동동 119-23,NULL,4128166000,화전동,4128113200,향동동
향동동 126-3,향동동 126-3,S-5K03,경기도 고양시 덕양구 향동동 126-3,126.8928929,37.6037666,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 향동동 126-3,10545,4128166000,화전동,4128113200,향동동
향동동 461-3,향동동 461-3,S-5K04,경기도 고양시 덕양구 향동동 461-3,126.8915134,37.6020958,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 꽃내음2길 50-21,경기도 고양시 덕양구 향동동 461-3,10545,4128166000,화전동,4128113200,향동동
향동동 91,향동동 91,S-5K06,경기도 고양시 덕양구 향동동 91,126.8948502,37.6031272,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 향동동 91,NULL,4128166000,화전동,4128113200,향동동
